element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(10^8 s^-1),Acc,Ei(eV),Ek(eV),g_i,g_k,Type,tp_ref,line_ref
Hg,2,301.1162,0.0004,300,1.0e-01,,13.8826922,17.9989795,4,6,,T7226,L11760
V,2,301.1260,0.0016,780h,5.5e-02,D+,5.5368863,9.653045,5,5,,T9770,L10089c179
Mn,1,301.138,0.010,40,3.1e-01,E,3.135280,7.251280,8,10,,T1117,L3475
Fe,1,301.14808,0.00003,6800,3.79e-01,B+,2.75857762,6.8744289,7,9,,T5720,L11631
Ni,1,301.200,0.010,3700,1.3e+00,C,0.4227783,4.5379197,5,5,,"T3861,T4812",L3475
V,2,301.20161,0.00009,8100,1.3e-01,C,2.04982878,6.16495019,11,9,,T9770,L18516
V,2,301.29963,0.00004,17000,1.1e+00,D+,4.95958560,9.0733670,5,3,,T9770,L18516
Si,3,301.309,0.010,5,5.67e-02,C,26.655272,30.768916,5,5,,"T6298c4,LS",L4833
V,2,301.31043,0.00003,32000,8.9e-01,B+,1.67524961,5.78888370,3,3,,T9616n,L18516
Fe,3,301.3167,0.0012,6300,6.e-02,D,10.307880,14.421451,11,11,,u45,L1171
Mo,1,301.3389,0.0010,130,6.1e-01,B,2.2601268,6.3733715,7,5,,T5293,"L10250,L3475"
Cr,1,301.37120,0.00002,260,8.3e-01,C,0.96841324,5.08121834,3,5,,T3196,L14866
W,1,301.3788,0.0010,120,6.4e-02,B,0.598844,4.711538,7,9,,T4976,L153
Fe,1,301.41732,0.00007,1000,2.57e-03,B,0.95815732,5.07033256,7,5,,T5720,L11631
V,2,301.48210,0.00005,39000,2.37e+00,B,1.6855312,5.7968233,5,3,,T9616,L18516
Rb,1,301.4938,0.0005,,3.26e-05,B,0.0000000,4.111135,2,4,,T7227,L3287
Rb,1,301.5029,0.0005,,1.39e-05,C+,0.0000000,4.111011,2,2,,T7227,L3287
Cr,1,301.5197,0.0020,50r,1.63e+00,B,0.96097009,5.0717494,1,3,,T4624,L808
Fe,3,301.5260,0.0012,470,3.8e-03,D,10.310749,14.421451,9,11,,T6105,L1171
Sc,1,301.5370,0.0002,6g,7.8e-01,B+,0.00000000,4.1105447,4,6,,T5448,"L2110,L4189c12"
Fe,2,301.5388,0.0005,90d?,7.2e-02,D+,9.0576548,13.1681849,6,6,,T6892c83,L18349c142
Na,2,301.5395,0.0003,600,1.51e-01,C+,36.902113,41.012615,5,5,,T6036,L914
Ac,2,301.5400,0.0013,2800h,2.44e-01,C,2.7500356,6.860548,3,5,,T10463,L7344
V,2,301.57065,0.00009,9500,1.2e+00,D+,6.5560400,10.6661251,11,9,,T9770,L18516
Fe,2,301.57941,0.00013,350,5.7e-02,D+,9.1439928,13.2539571,10,8,,T6892c83,L18349c139
Cs,3,301.5825,0.0003,600,8.68e-02,,18.9709890,23.0809009,8,6,,T8611,L14869
Fe,1,301.59188,0.00003,1380,6.3e-02,D+,2.43269470,6.5424903,11,9,,T2491n,L11631
V,2,301.59912,0.00004,10000,2.0e-01,C,2.03601013,6.14570669,9,7,,T9770,L18516
V,2,301.61409,0.00014,13000,2.01e-01,B+,1.6855312,5.79502267,5,5,,T9616n,L18516
Fe,1,301.61845,0.00003,5400,8.85e-02,D+,0.99011115,5.09954435,5,3,,T5720,L11631
Mn,1,301.645,0.010,60,2.9e-01,E,3.134994,7.244062,10,12,,T1117,L3475
W,1,301.6466,0.0010,150,9.27e-02,B,0.771099,4.880143,9,11,,T4976,L153
Mo,1,301.6779,0.0010,80,2.75e-01,B,2.6227474,6.7313702,9,9,,T5293,"L10250,L3475"
V,2,301.67798,0.00007,36000,1.29e+00,B,1.7037461,5.81236824,7,5,,T9616n,L18516
Fe,2,301.6940,0.0005,190d,1.7e-02,D,7.12826481,11.2366645,4,4,,T6892c83,L18349c142
V,2,301.7115,0.0016,860h,6.2e-02,D+,2.5561913,6.6643477,5,3,,T9770,L10089c179
Ti,2,301.718349,0.000018,120,3.72e-01,B+,1.58387542,5.69194831,12,12,,T7385,u37
Pt,2,301.72399,0.00020,720,2.5e-02,D+,4.2957135,8.4037072,8,8,,T8261,L11529
Ne,2,301.73093,0.00004,240bl,3.5e-01,D,30.52396899,34.63187052,6,4,,T380,L5951
W,1,301.7436,0.0010,200,1.21e-01,B,0.365913,4.473635,7,9,,T4976,L153
Fe,1,301.76270,0.00003,29500,6.81e-02,A,0.11011433,4.21758325,3,3,,T3547,L11631
O,3,301.763,0.010,80,5.38e-01,C,36.479011,40.586496,7,7,,"T5376,T5791,LS",L3467
Pt,1,301.78714,0.00009,1000,4.2e-02,C,1.6733229,5.7804521,5,7,,"T4200n,T3313",L11529c153
V,2,301.89454,0.00003,19000,1.0e+00,D,4.98361522,9.0892902,7,5,,T9770,L18516
Fe,1,301.89828,0.00003,26300,1.03e-01,C+,0.95815732,5.06378173,7,7,,T5720,L11631
Ni,1,301.914,0.010,350,6.4e-02,C+,0.0000000,4.1054062,9,7,,T4812,L3475
Fe,1,301.92873,0.00007,680,2.33e-02,C+,2.45343044,6.5586399,9,11,,T5720,L11631
Sc,1,301.93575,0.00020,6g,8.7e-01,B+,0.0208711,4.1259920,6,8,,T5448,"L2110,L4189c12"
Mn,2,301.9717,0.0006,40,2.7e-01,D,6.5281805,10.632812,9,9,,c88,L562
Ac,2,301.9868,0.0009,110000c,7.3e-01,C+,0.6530430,4.7574736,5,5,,T10463,L7344
Mn,2,301.9923,0.0006,300,3.6e-01,C+,4.3099509,8.4143048,11,9,,T7259,L562
Si,1,302.0004,0.0010,75,3.3e-05,E,0.0276679,4.1319040,5,5,,T6066c4,L3521
Fe,2,302.0008,0.0005,700d?,6.e-04,E,4.0803055,8.1845410,12,10,,T6892c83,L18349c143
V,2,302.021141,0.000021,32000,1.0e+00,D,5.01269203,9.11664631,9,7,,T9770,L18516
Fe,1,302.04905,0.00003,107000,1.94e-01,B,0.08728574,4.19086081,5,5,,T5720,L11631
Fe,1,302.06388,0.00003,r,7.59e-01,B,0.0000000,4.10337372,9,9,,T5720,L11631
V,2,302.0649,0.0007,3000,3.3e-01,D+,1.6855312,5.78888370,5,3,,T9770,L10089c179
Cr,1,302.06675,0.00020,180,1.5e+00,D,0.96841324,5.0717494,3,3,,T3196,L14866
Fe,1,302.10725,0.00003,r,4.55e-01,A,0.05156912,4.15435379,7,7,,T3547,L11631
Fe,2,302.1311,0.0005,110d,3.3e-02,D+,8.9801352,13.0825823,2,4,,T6892c83,L18349c143
Fe,2,302.1414,0.0005,700d,4.e-03,E,3.38661825,7.4889348,8,6,,T6892c83,L18349c143
Hg,1,302.15040,0.00010,1200,5.1e-01,B+,5.4606248,9.5628234,5,7,,T5292,L7247
Cr,1,302.15590,0.00010,23.6,2.91e+00,B,1.03000806,5.1321332,9,11,,T4624,L13897c151
Fe,2,302.1622,0.0005,120d?,9.e-03,D,8.7438237,12.8458690,8,10,,T6892c83,L18349c143
Mo,6,302.1913,0.0030,80,1.61e-02,,38.907086,43.00873,2,4,,T8723,L15083
W,2,302.19651,0.00010,31,4.85e-02,B,1.66286851,5.76444148,8,10,,T7162,L11762
Y,1,302.22814,0.00010,90,6.6e-02,B+,0.06575514,4.16689962,6,6,,T4373,"L7610,L3475"
Na,2,302.2348,0.0003,160,6.91e-03,D+,37.181047,41.282097,3,5,,T7663,L914
In,2,302.2403,0.0005,170,1.2e-01,E,13.6110127,17.711993,3,1,,T9131,L3548c127
Rb,1,302.2478,0.0005,,4.12e-05,B,0.0000000,4.100880,2,4,,T7227,L3287
V,2,302.25800,0.00008,10000,1.02e+00,C,1.67524961,5.7759875,3,1,,T9770,L18516
Co,2,302.25891,0.00007,710,9.e-02,D,6.38670726,10.48743503,7,9,,T6999,L9429c118
Rb,1,302.2591,0.0005,,1.77e-05,B,0.0000000,4.100727,2,2,,T7227,L3287
Ti,2,302.263588,0.000018,159,1.2e+00,D,4.30826569,8.40892905,10,10,,T2805,u37
Fe,2,302.2660,0.0005,120d?,1.4e-02,D,8.7438237,12.8444417,8,6,,T6892c83,L18349c143
Al,2,302.2789,0.0010,15,2.68e-02,E,13.071347,17.171798,1,3,,"T6298c4,LS",L4575
In,2,302.2904,0.0018,84,8.e-03,D,11.6450775,15.7453596,3,3,,T8104,L3548c127
K,3,302.343,0.003,3,2.13e+00,,25.969891,30.06948,2,2,,T7942,L3491
O,3,302.345,0.010,80,4.79e-01,C+,33.150537,37.250129,3,5,,u24,L3467
Hg,1,302.3471,0.0002,300,9.4e-02,B,5.4606248,9.5601496,5,5,,T5292,L3456
Ti,2,302.366852,0.000018,106,1.0e+00,D,4.28283327,8.38209582,8,8,,T2805,u37
V,2,302.38836,0.00009,6500,6.8e-02,C,2.04982878,6.14879914,11,11,,T9770,L18516
Sn,2,302.392,0.003,450,7.8e-02,C+,7.2957486,11.3946370,4,2,,T8718,L17864
Ar,3,302.39801,0.00017,5,2.6e+00,D,25.6936178,29.79245706,5,7,,"T1619CA,LS",L11520
Na,2,302.400,0.010,130,2.3e-02,E,37.208144,41.306940,5,3,,T7663c80,L914
Fe,1,302.40324,0.00003,123000,4.87e-02,A,0.11011433,4.20888328,3,5,,T3547,L11631
Al,2,302.4077,0.0010,200,8.02e-02,D,13.073080,17.171798,3,3,,"T6298c4,LS",L4575
Cr,1,302.4350,0.0005,8.9,1.27e+00,B,0.98287742,5.08121834,5,5,,T4624,L13897c151
W,2,302.44935,0.00010,55,1.18e-01,B,1.40114840,5.49929234,6,6,,T7162,L11762
Bi,1,302.4618,0.0010,34000,8.62e-01,B,1.9140062,6.0119775,6,6,,T6498,L9843
W,1,302.4928,0.0010,100,1.58e-01,B,0.207090,4.304648,3,3,,T6977,L153
V,2,302.49834,0.00020,9300,7.9e-01,B,2.3721639,6.4696448,5,3,,T9770,L18516
Fe,2,302.4995,0.0005,110d?,6.2e-02,D+,8.9801352,13.0775959,2,2,,T6892c83,L18349c143
Mo,1,302.5001,0.0010,250,8.5e-01,B,2.2759148,6.3733715,5,5,,T5293,"L10250,L3475"
Fe,1,302.52798,0.00007,1910,1.66e-03,B,0.91460217,5.01168158,9,9,,T5720,L11631
Fe,2,302.5468,0.0005,110d?,3.5e-02,D,8.9322010,13.0290363,4,2,,T6892c83,L18349c143
Fe,1,302.56362,0.00003,20000,5.86e-01,B+,2.40407444,6.50067093,13,13,,T5720,L11631
Fe,1,302.58422,0.00003,120000,3.48e-01,A,0.12126572,4.21758325,1,3,,T3547,L11631
Ir,2,302.6367,0.0010,110,6.e-02,E,2.348869,6.444480,5,3,,T7959,"L4457,L7593"
Fe,1,302.64617,0.00003,15500,1.10e-01,C,0.99011115,5.08559017,5,5,,T5720,L11631
Co,2,302.6645,0.0003,520,1.4e-03,E,3.78984644,7.88507217,11,13,,T6999,L9429c118
Fe,2,302.674538,0.000017,4000,3.4e-03,D,8.9224918,13.0175819,6,8,,T6892c83,L18349c145
Al,2,302.6761,0.0010,500,1.33e-01,C,13.076729,17.171798,5,3,,"T6298c4,LS",L4575
Fe,3,302.701,0.003,480*,9.e-03,D,11.025083,15.119846,13,11,,T6105,L1171
Ne,2,302.701515,0.000018,200,1.4e+00,D,30.52396899,34.61869947,6,6,,T380,L5951
Ar,3,302.716,0.003,5,6.4e-01,D,25.6936178,29.7882517,5,5,,"T1619CA,LS",L7493
Fe,2,302.7201,0.0005,90d?,2.7e-02,D+,9.4943920,13.5888631,2,4,,T6892c83,L18349c143
Ta,1,302.748,0.010,290D,5.9e-01,D+,1.516917,5.611026,8,6,,T7871,"L182,L3475"
Hg,1,302.7490,0.0002,60,1.98e-02,C+,5.4606248,9.5547145,5,5,,T5292,L3456
V,2,302.76057,0.00005,4100,3.1e-01,C,2.3757135,6.4696448,1,3,,T9770,L18516
V,2,302.80539,0.00013,20000*,1.1e+00,D+,6.58068828,10.6740141,13,11,,T9770,L18516
V,2,302.80539,0.00013,20000*,7.8e-01,B,2.3763202,6.4696448,3,3,,T9770,L18516
S,4,302.8066,0.0010,3,5.63e-04,C,18.86211,22.95543,4,6,,u29,u24
Ca,3,302.8586,0.0005,3000,5.2e-01,B,30.451992,34.544603,1,3,,T7942,L1405
In,2,302.8595,0.0006,67,3.1e-02,D+,11.6450775,15.737671,3,1,,T7081,L3548c127
Ne,2,302.87000,0.00004,180,8.5e-01,D,30.55156804,34.6440204,4,2,,T380,L5951
Ne,2,302.886335,0.000018,240,4.7e-01,D,27.27000770,31.36223939,2,4,,T867LS,L5951
Ar,2,302.89140,0.00002,47*,2.3e+00,D,19.801086565,23.89325004,2,4,,T1240,L11520
Mn,2,302.9043,0.0018,200*,6.2e-01,C+,5.3772613,9.4692672,7,5,,T7259,L562
Na,2,302.9070,0.0003,400,9.9e-01,E,37.208144,41.300096,5,3,,T7663c80,L914
Li,2,302.912,0.010,3*,2.3222e-01,AAA,69.369202,73.461096,3,3,,T8636c73,L3501
Li,2,302.912,0.010,3*,5.5732e-01,AAA,69.369335,73.461226,5,7,,T8636c73,L3501
Li,2,302.914,0.010,3,1.3932e-01,AAA,69.369335,73.461145,5,5,,T8636c73,L3501
Cr,1,302.91610,0.00002,130,3.8e-01,E,0.98287742,5.07470726,5,3,,T3196,L14866
Fe,1,302.92338,0.00007,2190,6.98e-03,B+,1.55735733,5.64908881,7,7,,T5720,L11631
S,4,302.9320,0.0010,12,9.00e-03,C+,18.86380,22.95543,6,6,,u29,u24
Na,2,302.9320,0.0003,40,6.32e-02,C,36.902113,40.993732,5,3,,T6036,L914
Mn,2,302.9446,0.0006,60,1.7e-02,C,4.3283838,8.4198363,9,9,,T7259,L562
Ti,2,302.972799,0.000018,103,3.00e-01,B+,1.57176070,5.66282503,10,10,,T7385,u37
Fe,1,303.01481,0.00003,13800,5.04e-01,B+,2.43269470,6.52319179,11,11,,T5720,L11631
Cr,1,303.0245,0.0007,5.9,1.1e+00,C,1.00367492,5.0940418,7,7,,T3196,L13897c151
Ac,2,303.0459,0.0009,2400hl,8.7e-02,D+,3.7047787,7.794864,7,9,,T10463,L7344
Sc,1,303.07575,0.00015,6g,1.00e-01,B+,0.0208711,4.1105447,6,6,,T5448,"L2110,L4189c12"
Mn,2,303.1038,0.0006,300,7.0e-01,C,4.3099509,8.399240,11,13,,c88,L562
Fe,2,303.1066,0.0005,110d?,1.1e-02,D,8.9564405,13.0456930,6,8,,T6892c83,L18349c143
Ne,8,303.11,0.30,25bl*,1.28e+00,A,[221.3169],[225.4083],6,4,,T7495,L9090
Ne,8,303.11,0.30,25bl*,1.43e+00,A,[221.3154],[225.4051],4,2,,T7495,L9090
Mn,2,303.1324,0.0018,50*,2.9e-01,D,7.3817036,11.470606,9,9,,c88,L562
Cr,1,303.13515,0.00002,90,3.1e-01,E,0.98287742,5.0717494,5,3,,T3196,L14866
Fe,1,303.16364,0.00003,10500,1.38e-01,D+,1.01105568,5.09954435,3,3,,T5720,L11631
Ni,1,303.187,0.010,120,1.7e-02,C+,0.0000000,4.0881776,9,9,,T4812,L3475
Rb,1,303.1979,0.0005,,4.93e-05,B+,0.0000000,4.088031,2,4,,T7227,L3287
Rb,1,303.2120,0.0005,,2.49e-05,B+,0.0000000,4.087841,2,2,,T7227,L3287
V,2,303.2176,0.0007,4100,1.8e-02,D+,2.36970128,6.4574548,9,9,,T9770,L10089c179
B,2,303.2258,0.0010,200*,1.23e-01,C,18.678180,22.76583,3,1,,"u27,LS",L12120
B,2,303.2258,0.0010,200*,1.2e-03,D,18.678180,22.76583,3,5,,"u27,LS",L12120
B,2,303.2258,0.0010,200*,9.25e-02,C,18.678180,22.76583,5,3,,"u27,LS",L12120
B,2,303.2258,0.0010,200*,1.0e-01,C,18.678180,22.76583,7,5,,"u27,LS",L12120
B,2,303.2258,0.0010,200*,4.19e-01,C,17.062984,21.150629,1,3,,u27,L12120
Sn,1,303.27778,0.00009,3300,6.2e-01,D,2.1278787,6.2148283,1,3,,T4515,"L3149,L7378"
Fe,1,303.3097,0.0004,3,5.26e-02,C+,2.42419831,6.51071489,3,3,,T5720,L11631c80
Fe,2,303.3435,0.0005,800,1.3e-01,D+,5.87558748,9.9616418,4,2,,T6892c83,L18349c143
V,2,303.34473,0.00003,96000,2.13e+00,A,2.5247320,6.6107803,13,15,,T9770,L18516
Ar,2,303.35082,0.00001,78,9.9e-02,B,17.265833524,21.351799846,2,4,,T926,L11520
Mn,2,303.3574,0.0018,100D*,3.4e-03,D,4.3283838,8.4143048,9,9,,T7259,L562
W,2,303.36213,0.00010,11,7.49e-02,B,1.81442642,5.90024025,4,4,,T7162,L11762
Fe,2,303.3639,0.0005,110bl(Fe II)*,1.5e-02,D+,9.0686191,13.1544172,8,10,,T6892c83,L18349c143
Fe,2,303.3639,0.0005,110bl(Fe II)*,9.e-02,D+,9.0622072,13.1479926,10,12,,T6892c83,L18349c143
V,2,303.381448,0.000018,96000,1.07e+00,A,1.81706384,5.90261759,11,13,,T9770,L18516
Sn,1,303.41150,0.00011,10000r,2.0e+00,D,0.2097572,4.2949066,3,1,,T4515,"L3149,L7378"
Cr,1,303.41875,0.00002,200,3.5e-01,D,1.00367492,5.08872640,7,7,,T3196,L14866
V,4,303.427,0.010,10,6.1e-01,D,27.68624,31.77116,9,9,,T2757,L147
V,2,303.4442,0.0003,3100,6.4e-01,B,5.5368863,9.6215951,5,5,,T9770,L18516
Ne,2,303.446093,0.000018,240,3.1e+00,D,30.52396899,34.6086522,6,8,,T380,L5951
Co,2,303.46620,0.00012,2800,4.9e-02,D,3.78984644,7.87425876,11,9,,T6999,L9429c118
Si,3,303.473,0.010,6,4.50e-01,B,25.978583,30.062902,5,7,,"T6298c4,LS",L4833
K,1,303.4751,0.0010,a,6.74e-05,B,0.00000000,4.0842783,2,4,,T5436n,L3287
K,1,303.4911,0.0010,a,4.78e-05,C+,0.00000000,4.0840647,2,2,,T5436n,L3287
Hg,2,303.4916,0.0004,2000,4.2e-01,,13.8826922,17.9667648,4,4,,T7226,L11760
Co,2,303.51322,0.00010,190,4.0e-02,D,6.47566059,10.55944220,5,7,,T6999,L9429c118
Fe,2,303.5340,0.0005,110d?,6.5e-02,D+,8.9918996,13.0754025,4,4,,T6892c83,L18349c143
Mn,2,303.5350,0.0006,300,5.4e-01,D,4.3283838,8.4118617,9,11,,c88,L562
Fe,2,303.5613,0.0005,100,3.4e-02,D+,9.2365863,13.3197144,4,4,,T6892c83,L18349c143
Mo,1,303.6311,0.0010,100,5.8e-01,B,2.2911762,6.3733715,3,5,,T5293,"L10250,L3475"
Pt,1,303.64425,0.00009,3300,1.55e-01,B+,1.6733229,5.7553405,5,5,,T3313,L11529
S,4,303.6607,0.0010,11,8.56e-03,C+,18.86211,22.94392,4,4,,u29,u24
Ti,2,303.6775,0.0003,4,1.55e-02,C+',1.56577729,5.64734724,4,4,,T7385,L17999
Ac,1,303.6930,0.0004,87,6.e-02,E,0.0000000,4.0813634,4,4,,T10463,L7344
Ar,3,303.696,0.003,3,7.0e-02,E,25.6936178,29.7750520,5,3,,"T1619CA,LS",L7493
Fe,2,303.69635,0.00006,2600,2.2e-01,C+,5.82322475,9.9045425,6,6,,T7466,L18349c139
Cr,1,303.70447,0.00002,300,5.4e-01,C,1.03000806,5.11121670,9,9,,T3196,L14866
Na,2,303.7076,0.0003,400,2.55e+00,B+,37.181047,41.262215,3,5,,T6036,L914
Si,3,303.729,0.010,8,3.93e-02,C,25.982046,30.062902,7,7,,"T6298c4,LS",L4833
Fe,1,303.73885,0.00003,98000,2.91e-01,B,0.11011433,4.19086081,3,5,,T5720,L11631
Co,2,303.7567,0.0010,160,1.8e-02,D,6.53206212,10.61257253,3,5,,T6999,L4687c119
Ne,2,303.771916,0.000018,200,2.1e+00,D,30.55156804,34.63187052,4,4,,T380,L5951
Fe,1,303.77794,0.00007,850,3.44e-03,B,0.99011115,5.07033256,5,5,,T5720,L11631
S,4,303.7859,0.0010,3,1.04e-03,C,18.86380,22.94392,6,4,,u29,u24
Ar,4,303.791,0.003,9,3.6e-01,E,31.906537,35.98660,4,4,,"T1619CA,LS",L11418
Ni,1,303.794,0.010,1700,2.8e-01,C+,0.0253904,4.1054062,7,7,,T4812,L3475
V,2,303.7966,0.0008,830,2.1e-01,D+,6.46621091,10.5461848,11,9,,T9770,L10089c179
Mn,2,303.8092,0.0006,250,4.6e-01,D,4.3400408,8.4198363,7,9,,c88,L562
Y,1,303.8467,0.0010,12,5.2e-03,B+,0.06575514,4.14505113,6,8,,T9421,L7610
Mn,2,303.8507,0.0006,200,3.8e-01,D,4.3283838,8.4076273,9,7,,c88,L562
V,2,303.85202,0.00008,4700,2.6e-01,C,2.4676090,6.5468363,1,3,,T9770,L18516
Ti,2,303.87261,0.00013,7,2.39e-02,C+,1.58387542,5.66282503,12,10,,T7385,u37
Fe,2,303.8776,0.0005,700d,5.e-03,D,3.89161339,7.9704921,6,8,,T6892c83,L18349c143
Ge,1,303.90671,0.00010,750,2.8e+00,C,0.88342447,4.96191710,5,3,,T4515,L3476
F,3,303.925,0.010,130,2.75e+00,C,47.145056,51.223310,6,8,,"T1115CA,LS",L767
Bi,3,303.931,0.006,560hfs,2.9e-01,D+,11.063865,15.142017,6,4,,T10236,"L3331,L21488"
Fe,1,303.93169,0.00014,309,1.60e-02,C+,2.43269470,6.51085164,11,13,,T5720,L11631
In,1,303.9346,0.0010,8000,1.11e+00,B+,0.0000000,4.0781168,2,4,,T7227,L4218
Mn,2,303.9550,0.0018,150*,5.5e-01,C+,5.3914112,9.4692672,5,5,,T7259,L562
Fe,2,303.9599,0.0005,90bl(Fe II)?*,1.7e-02,D+,8.9918996,13.0696934,4,6,,T6892c83,L18349c142
C,2,303.9714,0.0009,37h,2.5e-01,C,23.385281,27.462905,6,8,,T10528,L1176
F,3,303.975,0.010,120,2.56e+00,C,47.152075,51.229651,4,6,,"T1115CA,LS",L767
V,2,303.9762,0.0016,2500h,1.07e-01,C,2.6013033,6.6788640,5,5,,T9770,L10089c179
Sc,1,303.97735,0.00015,5g,5.31e-03,C,0.0208711,4.0984163,6,8,,T7574,"L2110,L4189c12"
Sc,2,303.9922,0.0010,12,3.5e+00,E,4.010886,8.088238,7,9,,T2757,L5141
Fe,1,304.04271,0.00003,16600,2.45e-02,D+,0.91460217,4.99127081,9,11,,T5720,L11631
C,2,304.0512,0.0009,30h,2.4e-01,C,23.381096,27.457651,4,6,,T10528,L1176
Fe,2,304.0734,0.0005,100d?,3.1e-02,D+,8.7179023,12.7941734,10,8,,T6892c83,L18349c142
Mo,6,304.0813,0.0010,700,2.60e+00,,51.435317,55.511469,2,2,,T8723,L15083
Cr,1,304.08404,0.00002,210,7.4e-01,D,1.00367492,5.07978882,7,5,,T3196,L14866
Fe,2,304.0914,0.0005,"110d,bl(Fe II)*",9.e-02,D+,9.0686191,13.1446413,8,10,,T6892c83,L18349c143
Fe,2,304.0914,0.0005,"110d,bl(Fe II)*",3.5e-02,D+,8.9224918,12.9985021,6,4,,T6892c83,L18349c143
Si,3,304.093,0.010,9,4.87e-01,B,25.987051,30.063045,9,11,,"T6298c4,LS",L4833
V,2,304.11984,0.00004,13000,1.1e+00,D+,6.6107803,10.6864150,15,13,,T9770,L18516
V,2,304.14158,0.00004,13000,3.3e-01,B,2.02602377,6.10136711,7,7,,T9770,L18516
Fe,2,304.1484,0.0005,80d?,4.2e-02,D+,9.6388708,13.7141191,6,6,,T6892c83,L18349c143
Fe,2,304.1537,0.0005,110d?,4.2e-02,D+,8.9705104,13.0456930,8,8,,T6892c83,L18349c143
Fe,1,304.16370,0.00003,11000,4.24e-02,B+,1.55735733,5.63240401,7,9,,T5720,L11631
Mo,1,304.1699,0.0010,300,5.9e-01,B+,2.0809329,6.1558970,13,11,,T5293,"L10250,L3475"
Fe,1,304.17386,0.00003,13800,5.20e-02,D+,0.95815732,5.03306811,7,9,,T5720,L11631
Mo,6,304.1808,0.0010,1800,3.21e-02,,35.163275,39.238093,6,8,,T8723,L15083
Fe,1,304.20194,0.00003,4790,4.70e-02,D+,1.01105568,5.08559017,3,5,,T5720,L11631
V,2,304.22605,0.00003,23000,7.9e-01,B,2.02602377,6.10023546,7,5,,T9770,L18516
Fe,2,304.2372,0.0005,170,4.4e-03,D,7.4725712,11.5466334,8,8,,T6892c83,L18349c142
Na,2,304.2461,0.0003,350,7.49e-03,D,37.208144,41.282097,5,5,,T6036,L914
Pt,1,304.26318,0.00009,130000c,7.70e-02,B+,0.10212092,4.1758362,9,11,,T3313,L11529
Ir,2,304.2648,0.0020,460bl(Ir I)?,5.e-02,E,1.452984,5.526682,9,9,,T7959,"L4457,L7593,L3475"
Fe,1,304.26646,0.00003,9500,5.20e-02,C+,0.99011115,5.06378173,5,7,,T5720,L11631
V,1,304.31193,0.00009,1100000,2.01e-01,B+,0.01703332,4.09009550,6,8,,T9399,L15916
Ac,2,304.3301,0.0009,270000,2.44e+00,C+,1.1267085,5.1995279,5,7,,T10463,L7344
Mn,1,304.336,0.010,85,5.9e-01,E,3.135280,7.208031,8,8,,T1117,L3475
V,2,304.3516,0.0007,9100,1.6e-01,C,2.03601013,6.10853004,9,9,,T9770,L10089c179
V,1,304.35489,0.00009,1100000,2.21e-01,B+,0.00000000,4.07248690,4,6,,T9399,L15916
Ti,2,304.38469,0.00005,20,1.49e-01,B+,1.56577729,5.63786549,4,2,,T7385,u37
Si,3,304.393,0.010,7,2.51e-01,C+,24.995150,29.067126,7,5,,"T6298c4,LS",L4833
Co,1,304.400,0.010,3100,1.9e-01,C+,0.000000,4.071888,10,10,,T4223,L3475
Fe,2,304.4103,0.0005,"90d,bl(Fe I)?",4.5e-02,D+,9.0036704,13.0754025,6,4,,T6892c83,L18349c142
Rb,1,304.4182,0.0005,,8.20e-05,B,0.0000000,4.071644,2,4,,T7227,L3287
Rb,1,304.4368,0.0005,,3.72e-05,B+,0.0000000,4.071396,2,2,,T7227,L3287
Mn,1,304.457,0.010,330,5.7e-01,E,2.114215,6.185325,10,8,,T1117,L3475
Hg,2,304.4610,0.0004,25p,9.2e-05,,13.1529893,17.2240553,4,4,,T7226,L11760
Fe,2,304.4834,0.0005,900,1.2e-02,D+,3.96737644,8.0381375,8,10,,T6892c83,L18349c143
V,1,304.49325,0.00009,1100000,1.28e-01,B+,0.04010046,4.11073714,8,10,,T9399,L15916
Ni,1,304.501,0.010,150,2.8e-02,C,0.1651673,4.2357049,7,5,,T4812,L3475
Fe,1,304.50782,0.00003,3390,6.97e-03,B,0.91460217,4.98504395,9,7,,T5720,L11631
Si,3,304.508,0.010,5,2.24e-01,C,24.995001,29.065417,5,3,,"T6298c4,LS",L4833
Hg,2,304.5161,0.0004,30w,1.9e-03,,13.1689890,17.2393239,8,10,,T7226,L11760
Hg,2,304.5161,0.0004,30w,6.9e-05,,13.1689890,17.2393235,8,8,,T7226,L11760
Fe,2,304.5319,0.0005,300,5.e-03,D,5.56875734,9.6388708,8,6,,T6892c83,L18349c142
Y,1,304.53628,0.00010,190,1.07e-01,B+,0.06575514,4.13581629,6,6,,T4373,"L7610,L3475"
Ne,2,304.5556,0.0003,200,2.5e+00,D,30.57421575,34.6440204,2,2,,T380,L1406
Fe,1,304.55885,0.00014,191,1.78e-02,C+,2.45343044,6.52319179,9,11,,T5720,L11631
Mn,1,304.559,0.010,120,6.7e-01,E,3.134994,7.204752,10,10,,T1117,L3475
Na,2,304.5600,0.0003,400,6.92e-01,C+,37.181047,41.250796,3,1,,T7663,L914
Ir,2,304.5654,0.0020,"66h,bl(Ir I)",1.1e-02,E,2.166995,6.236654,11,9,,T7959,"L4457,L7593"
Sc,2,304.5725,0.0010,12,3.68e+00,B,3.402586,7.472176,5,7,,T5448,L5141
Fe,2,304.6055,0.0005,210,1.3e-01,D+,8.2137854,12.2829242,2,4,,T6892c83,L18349c143
